customer_id,age,income,prior_purchases,email_engagement,tenure_months,channel,discount_pct,treatment,response
C004906,27,96158.28,4,0.3132,1,sms,0,0,0
C004907,42,117480.8,6,0.2877,94,email,10,0,0
C004908,59,111752.89,3,0.5823,62,sms,5,0,0
C004909,34,146682.06,3,0.6389,69,paid_social,15,0,1
C004910,26,68386.1,5,0.4256,88,email,10,0,0
C004911,58,86750.21,5,0.2925,40,sms,0,0,0
C004912,71,108203.56,2,0.3097,87,email,0,0,0
C004913,27,52753.38,6,0.162,13,email,15,0,0
C004914,31,151465.78,5,0.1301,61,email,5,0,0
C004915,40,44802.84,4,0.2376,108,paid_social,15,1,0
C004916,58,94916.48,4,0.1789,65,email,10,1,0
C004917,54,56934.21,9,0.2755,91,direct_mail,20,1,0
C004918,57,31305.06,5,0.1513,116,sms,5,0,0
C004919,53,80329.39,6,0.2704,17,email,0,1,0
C004920,26,37184.79,6,0.5442,54,email,5,1,0
C004921,56,107474.78,2,0.2276,68,email,0,0,0
C004922,36,76265.29,6,0.2533,31,paid_social,10,1,0
C004923,72,45656.18,6,0.6341,16,email,10,1,0
C004924,35,130233.19,5,0.1812,68,email,5,0,0
C004925,40,85202.45,4,0.6419,50,direct_mail,5,0,0
C004926,43,40265.81,4,0.4004,66,sms,5,0,0
C004927,62,62721.17,3,0.1308,37,paid_social,15,1,0
C004928,22,147689.76,6,0.1696,115,email,15,1,0
C004929,54,90755.1,5,0.1774,99,paid_social,10,1,0
C004930,67,131989.08,2,0.1659,78,email,20,0,0
C004931,53,66020.45,5,0.0132,31,paid_social,15,0,0
C004932,57,56657.04,6,0.0654,35,email,10,0,0
C004933,72,34059.23,4,0.1497,109,email,20,0,0
C004934,51,61467.12,8,0.1919,56,paid_social,10,1,0
C004935,45,46132.74,4,0.5092,14,sms,10,1,0
C004936,23,83780.72,7,0.1317,76,email,10,0,0
C004937,44,77588.81,4,0.2302,92,email,10,0,0
C004938,51,81669.54,4,0.301,24,email,10,0,0
C004939,24,78525.93,4,0.0613,66,email,10,0,0
C004940,32,35265.9,2,0.156,77,email,20,1,0
C004941,52,53070.82,7,0.0605,44,email,20,0,0
C004942,56,22771.03,9,0.112,83,sms,20,0,0
C004943,61,44557.61,8,0.1417,18,paid_social,15,1,0
C004944,71,55262.49,6,0.4263,74,direct_mail,0,0,0
C004945,49,43099.8,6,0.2463,86,sms,5,1,0
C004946,36,75557.6,3,0.1868,115,email,20,1,1
C004947,73,151061.24,3,0.3409,87,email,10,0,0
C004948,34,60804.3,4,0.855,29,email,5,0,0
C004949,49,88770.0,8,0.3464,88,email,5,1,0
C004950,57,41966.53,2,0.3075,71,paid_social,15,1,0
C004951,51,54979.3,6,0.3881,118,email,10,0,0
C004952,36,66141.87,4,0.355,66,sms,0,1,0
C004953,24,71142.35,1,0.1654,95,email,5,0,0
C004954,70,134026.23,10,0.5251,9,sms,15,1,0
C004955,33,89900.36,2,0.1865,13,email,0,0,0
C004956,25,58680.71,3,0.4758,55,paid_social,15,0,0
C004957,35,68557.61,3,0.1405,101,email,10,1,0
C004958,39,56118.13,7,0.0892,65,email,10,1,0
C004959,40,59074.03,5,0.3914,69,direct_mail,10,0,0
C004960,37,67416.98,4,0.13,19,email,15,1,0
C004961,49,103927.15,5,0.182,94,sms,15,1,0
C004962,41,123773.13,2,0.1792,75,email,5,1,0
C004963,48,136102.71,6,0.3816,8,email,20,0,0
C004964,32,53601.03,2,0.1369,115,email,15,1,0
C004965,65,80022.03,5,0.3112,109,email,10,0,0
C004966,38,149588.36,2,0.52,82,email,15,0,0
C004967,70,125628.57,4,0.114,15,email,15,0,0
C004968,32,32763.89,3,0.4325,47,email,10,1,0
C004969,21,59039.96,7,0.1919,55,email,5,1,0
C004970,25,92980.36,6,0.5861,17,direct_mail,0,1,1
C004971,50,123076.08,4,0.3336,66,email,10,0,0
C004972,52,90335.87,4,0.3244,98,direct_mail,20,1,0
C004973,46,46927.84,7,0.1916,104,email,10,1,0
C004974,71,48425.4,7,0.1246,92,sms,15,0,0
C004975,74,88279.45,3,0.2384,51,email,15,0,0
C004976,64,59918.85,3,0.3507,86,email,0,0,0
C004977,66,137220.53,2,0.2508,100,paid_social,20,0,1
C004978,28,47227.98,10,0.3123,110,direct_mail,20,1,0
C004979,73,28207.88,5,0.2119,10,email,5,0,0
C004980,49,63948.98,5,0.1638,83,paid_social,10,1,0
C004981,27,48142.98,3,0.3313,94,email,10,0,0
C004982,37,180927.94,6,0.052,55,email,15,1,1
C004983,22,60003.59,6,0.4724,114,paid_social,0,1,0
C004984,49,25295.64,4,0.0835,23,paid_social,20,1,0
C004985,28,77291.52,2,0.1473,97,paid_social,0,1,0
C004986,46,47250.45,4,0.1477,71,paid_social,0,1,0
C004987,53,55477.71,3,0.1979,8,sms,10,0,0
C004988,65,62538.89,4,0.2989,71,sms,10,0,0
C004989,50,97245.61,6,0.2633,116,email,10,1,0
C004990,21,60520.25,4,0.6315,55,email,15,1,1
C004991,35,53909.04,4,0.3215,91,email,5,1,0
C004992,27,55794.49,7,0.4003,11,sms,0,0,0
C004993,65,77536.49,4,0.286,75,email,10,0,0
C004994,28,59560.28,5,0.4899,30,paid_social,15,0,0
C004995,31,72083.47,6,0.1917,102,email,5,1,0
C004996,70,164962.07,2,0.2879,29,email,0,0,0
C004997,30,49227.5,6,0.0673,38,email,10,0,0
C004998,52,61181.73,5,0.1499,115,email,20,0,0
C004999,26,25159.09,3,0.428,91,paid_social,10,0,0
C005000,69,96947.18,6,0.3408,98,email,10,1,0
C005001,32,79010.63,5,0.0618,9,email,10,1,0
C005002,40,138480.63,3,0.2287,113,direct_mail,10,0,0
C005003,45,91583.36,7,0.2,51,email,5,0,0
C005004,27,45033.17,4,0.3223,94,email,5,1,0
C005005,22,40892.47,3,0.0349,15,email,20,0,0
C005006,44,82087.05,3,0.3083,82,email,0,1,0
C005007,28,75069.08,3,0.6344,60,email,10,1,0
C005008,63,146534.73,10,0.505,30,email,0,0,0
C005009,28,71183.93,6,0.4341,16,sms,15,0,0
C005010,21,83996.06,8,0.2538,42,email,15,1,0
C005011,42,125714.62,7,0.3307,106,email,0,1,0
C005012,66,78530.78,4,0.4162,34,email,5,1,0
C005013,32,92559.41,2,0.2045,20,email,0,0,0
C005014,26,41322.08,7,0.396,68,email,0,0,0
C005015,30,108030.47,3,0.3706,113,sms,5,1,0
C005016,49,92869.9,2,0.2095,108,email,5,1,0
C005017,61,77006.06,2,0.22,32,email,15,0,0
C005018,24,116025.51,10,0.7639,51,email,20,1,0
C005019,63,75603.31,2,0.0961,80,sms,5,1,0
C005020,60,109212.1,4,0.6671,4,sms,20,0,0
C005021,50,100798.18,5,0.1132,85,paid_social,15,0,0
C005022,33,63442.68,3,0.1501,92,sms,0,1,0
C005023,23,60483.41,5,0.4055,41,direct_mail,15,0,0
C005024,66,50624.11,6,0.4014,45,email,15,0,0
C005025,53,36318.7,8,0.1449,42,paid_social,0,1,0
C005026,24,60601.56,3,0.0616,26,email,5,0,0
C005027,30,68234.78,5,0.2817,57,email,10,0,0
C005028,34,76705.29,4,0.2638,93,email,15,0,0
C005029,54,60116.95,3,0.3345,101,email,0,0,0
C005030,42,69659.91,5,0.2509,13,paid_social,15,0,0
C005031,56,57251.97,5,0.1759,54,paid_social,10,0,0
C005032,56,71377.37,3,0.3381,111,paid_social,15,0,0
C005033,21,60750.2,1,0.2918,77,email,10,0,0
C005034,68,114900.47,5,0.1713,45,email,0,0,0
C005035,55,80092.76,2,0.3782,76,email,20,1,0
C005036,61,214959.03,4,0.3117,7,email,15,1,0
C005037,54,38749.82,8,0.4,112,paid_social,10,0,0
C005038,29,76539.15,3,0.279,73,email,5,0,0
C005039,25,89971.29,2,0.1303,88,email,5,0,0
C005040,68,32655.1,1,0.1363,104,sms,0,1,0
C005041,23,71348.01,7,0.6348,117,paid_social,10,0,0
C005042,61,92247.06,4,0.2362,50,email,10,1,0
C005043,48,66603.6,4,0.4425,110,email,0,1,0
C005044,73,34923.2,4,0.0855,97,email,10,1,0
C005045,32,44708.24,9,0.2125,78,email,10,0,0
C005046,23,49458.24,5,0.0352,61,email,20,1,0
C005047,21,49536.94,9,0.4006,1,sms,0,1,0
C005048,21,93711.66,3,0.1661,62,email,10,1,0
C005049,33,59416.38,5,0.3324,109,email,10,1,0
C005050,59,55217.92,4,0.1507,106,sms,15,0,0
C005051,31,51572.18,7,0.1041,22,direct_mail,0,1,0
C005052,53,84832.63,3,0.0798,4,email,15,0,0
C005053,27,63546.06,7,0.1073,92,direct_mail,5,1,0
C005054,73,38459.45,3,0.1796,62,email,15,1,0
C005055,60,69791.9,4,0.3636,54,email,10,0,1
C005056,41,62877.31,4,0.3518,114,direct_mail,0,0,0
C005057,74,38605.38,3,0.0554,56,email,10,0,0
C005058,53,126637.45,4,0.0964,45,email,10,1,0
C005059,40,88248.54,1,0.7041,9,email,20,1,0
C005060,62,132836.3,9,0.1773,86,direct_mail,0,0,0
C005061,66,91559.16,4,0.4133,98,email,5,1,0
C005062,50,140984.19,3,0.161,26,paid_social,10,1,0
C005063,25,35863.92,6,0.4318,28,email,10,0,0
C005064,74,46530.53,1,0.042,67,sms,20,1,0
C005065,51,63983.48,9,0.3485,18,paid_social,0,1,0
C005066,72,54074.06,7,0.2545,58,paid_social,5,1,0
C005067,73,65822.5,9,0.2933,35,direct_mail,0,1,0
C005068,37,37116.03,7,0.2296,116,paid_social,0,1,0
C005069,52,35828.97,5,0.1048,118,paid_social,15,0,0
C005070,28,30606.91,3,0.1751,17,sms,15,0,0
C005071,71,79360.32,5,0.363,78,email,5,1,0
C005072,59,99990.64,8,0.3471,105,email,0,1,0
C005073,30,159059.96,5,0.3201,17,email,15,1,0
C005074,73,110115.59,4,0.007,74,paid_social,0,1,0
C005075,55,147856.2,2,0.4522,41,sms,10,0,0
C005076,43,101297.23,3,0.1336,92,sms,15,1,0
C005077,44,47581.47,5,0.5967,103,email,10,0,1
C005078,26,150734.14,1,0.2418,58,email,15,0,0
C005079,66,38057.58,1,0.1081,102,email,5,0,0
C005080,40,34026.64,4,0.3677,6,paid_social,5,0,0
C005081,34,52680.41,0,0.2398,9,email,5,1,0
C005082,42,73594.55,3,0.2935,60,email,5,0,0
C005083,60,53188.33,2,0.0638,107,direct_mail,20,0,0
C005084,44,71268.44,4,0.4857,22,sms,10,1,0
C005085,32,40635.92,7,0.3202,74,direct_mail,0,0,0
C005086,21,184633.11,4,0.3051,86,email,15,1,0
C005087,59,48720.68,5,0.1369,49,email,15,0,0
C005088,66,90953.41,5,0.0233,34,sms,5,0,0
C005089,74,68718.87,6,0.1422,89,sms,15,1,0
C005090,58,40481.6,2,0.3335,110,email,5,0,0
C005091,35,85148.61,3,0.1549,100,direct_mail,20,1,0
C005092,73,42348.82,3,0.2955,96,email,10,1,0
C005093,38,54628.39,6,0.6279,104,email,0,0,0
C005094,26,102855.24,4,0.4175,39,email,0,1,0
C005095,45,44509.88,3,0.2485,9,email,15,0,0
C005096,40,47595.55,6,0.4416,63,sms,20,0,0
C005097,45,73851.36,4,0.1067,57,sms,5,1,1
C005098,61,73187.88,5,0.2317,44,email,10,0,0
C005099,37,54391.81,1,0.439,39,sms,15,0,0
C005100,35,55171.89,4,0.5204,60,email,5,0,0
C005101,55,65980.7,11,0.5506,36,email,20,0,0
C005102,27,51005.39,4,0.2851,85,paid_social,20,1,0
C005103,39,64502.62,5,0.5784,99,email,20,0,0
C005104,58,65478.77,4,0.2431,43,email,10,0,0
C005105,35,108493.7,3,0.2807,94,paid_social,5,0,0
C005106,34,151220.61,4,0.4797,107,email,0,1,0
C005107,50,77379.16,4,0.1658,1,email,5,1,0
C005108,39,46514.28,5,0.5794,29,sms,0,1,0
C005109,73,83375.73,2,0.6216,70,direct_mail,5,1,0
C005110,21,40204.18,6,0.2158,4,email,5,1,0
C005111,46,162965.85,8,0.0572,79,email,0,1,0
C005112,63,72891.69,4,0.0403,24,email,0,0,0
C005113,28,83623.24,3,0.2214,97,direct_mail,0,0,0
C005114,38,38612.86,6,0.1226,101,paid_social,15,0,0
C005115,48,48477.58,5,0.5614,96,paid_social,10,1,0
C005116,47,55665.44,4,0.2863,15,email,15,0,0
C005117,62,132238.27,8,0.1396,110,email,5,1,0
C005118,67,80570.87,1,0.3273,95,sms,0,0,0
C005119,69,57339.98,5,0.6048,22,email,10,0,0
C005120,41,55883.12,6,0.0165,6,sms,10,1,0
C005121,60,37857.56,5,0.0872,88,email,15,0,0
C005122,48,122833.88,4,0.3496,106,email,10,1,0
C005123,60,45333.84,2,0.4867,90,paid_social,0,0,0
C005124,29,80645.58,5,0.4356,26,email,10,1,0
C005125,34,61009.1,5,0.4939,53,sms,15,1,0
C005126,22,57790.01,3,0.0427,80,email,5,1,0
C005127,52,103630.42,9,0.2029,12,sms,0,1,0
C005128,67,54698.54,4,0.4611,37,email,10,0,0
C005129,41,80421.57,3,0.3496,62,sms,10,0,0
C005130,73,111969.4,6,0.2604,12,email,20,1,0
C005131,46,121224.55,2,0.5084,88,email,10,1,0
C005132,65,31659.82,1,0.207,46,email,10,0,0
C005133,44,46028.64,5,0.4699,56,email,10,1,0
C005134,51,52833.87,4,0.0371,49,paid_social,15,1,0
C005135,69,49913.45,3,0.126,53,email,15,1,0
C005136,59,111173.09,2,0.4079,71,email,10,0,0
C005137,41,38314.37,5,0.2188,67,email,0,1,0
C005138,31,35954.1,7,0.5948,14,email,10,0,0
C005139,60,31401.96,6,0.3955,29,sms,5,0,0
C005140,66,38450.62,6,0.2991,103,email,0,1,0
C005141,65,77024.05,3,0.1376,35,sms,5,0,0
C005142,21,53644.96,7,0.535,79,sms,0,0,0
C005143,51,55319.99,4,0.2686,37,email,10,1,0
C005144,49,59690.03,3,0.2531,85,email,15,1,0
C005145,58,106703.94,6,0.2244,105,email,0,0,0
C005146,56,102715.5,5,0.2513,17,paid_social,5,1,0
C005147,57,37193.75,4,0.0474,100,email,5,1,0
C005148,70,83706.79,4,0.4246,85,email,10,1,0
C005149,21,113783.44,8,0.1456,33,email,15,0,0
C005150,31,86715.91,6,0.2249,85,sms,0,0,0
C005151,63,59685.88,5,0.1597,119,paid_social,10,0,0
C005152,49,113202.77,4,0.2831,45,sms,15,1,0
C005153,43,49974.9,3,0.3355,2,direct_mail,5,1,0
C005154,74,56119.65,6,0.2578,40,email,20,0,0
C005155,70,45761.31,5,0.1659,110,email,10,0,1
C005156,54,45537.04,4,0.4957,43,email,0,1,0
C005157,34,54061.14,3,0.4267,95,direct_mail,5,1,0
C005158,37,74022.17,7,0.575,105,email,15,0,0
C005159,38,79077.68,2,0.0436,67,email,10,0,0
C005160,63,57865.33,3,0.0671,12,email,10,1,0
C005161,43,29590.95,6,0.2414,10,email,15,1,0
C005162,43,29405.29,8,0.3181,39,sms,15,0,0
C005163,42,75302.04,3,0.2108,46,paid_social,10,1,0
C005164,39,31560.58,4,0.1253,110,email,5,0,0
C005165,71,55285.43,3,0.6906,32,email,20,0,0
C005166,55,95163.34,3,0.6153,44,email,0,0,0
C005167,22,70665.87,6,0.287,82,email,15,0,0
C005168,51,106274.07,5,0.3052,93,email,0,1,0
C005169,45,75351.67,2,0.0533,83,direct_mail,10,1,0
C005170,61,61358.01,2,0.0342,47,direct_mail,10,1,0
C005171,27,39662.07,4,0.2479,1,paid_social,15,1,0
C005172,38,141838.72,5,0.4233,51,email,20,0,0
C005173,55,103677.87,8,0.3043,54,paid_social,20,0,0
C005174,62,107987.43,4,0.1289,90,paid_social,15,0,0
C005175,67,36981.78,6,0.53,4,direct_mail,5,1,0
C005176,58,26441.09,5,0.281,55,email,15,1,0
C005177,70,36216.62,6,0.2776,97,email,10,0,1
C005178,44,89262.53,4,0.0082,66,email,15,0,0
C005179,59,49540.19,4,0.153,93,email,5,1,0
C005180,54,25114.59,7,0.0463,20,email,0,0,1
C005181,70,70437.73,5,0.2651,108,direct_mail,0,1,0
C005182,67,48345.12,5,0.0903,97,paid_social,20,1,0
C005183,57,48174.25,3,0.157,40,email,15,0,0
C005184,30,33422.25,4,0.0896,30,paid_social,5,0,0
C005185,46,77784.71,5,0.0212,104,email,10,1,0
C005186,35,97546.28,2,0.4343,57,direct_mail,15,0,0
C005187,70,39592.31,2,0.4466,9,sms,0,0,0
C005188,56,83141.31,5,0.0746,28,direct_mail,0,1,0
C005189,52,122453.23,4,0.2875,91,sms,10,1,0
C005190,60,66022.41,7,0.4668,79,email,0,0,0
C005191,24,55123.11,2,0.0459,90,email,15,1,0
C005192,71,112486.03,6,0.3764,114,paid_social,0,0,0
C005193,57,93441.7,2,0.4839,42,email,5,1,0
C005194,29,33541.42,4,0.1145,43,email,10,0,0
C005195,55,129075.32,3,0.191,44,email,0,1,0
C005196,23,43899.29,5,0.2435,87,paid_social,10,0,0
C005197,62,31797.01,5,0.252,13,email,20,1,0
C005198,42,93356.29,2,0.0507,108,email,0,0,0
C005199,29,72117.42,3,0.2038,49,sms,5,0,0
C005200,65,115175.23,2,0.3432,79,email,5,0,0
C005201,64,40881.64,6,0.6413,49,email,10,0,0
C005202,62,84915.86,6,0.4008,43,email,10,1,0
C005203,47,76554.57,4,0.2919,98,sms,5,1,0
C005204,33,56414.57,6,0.3992,106,email,10,0,0
C005205,45,93435.0,1,0.1798,41,paid_social,15,0,0
C005206,69,64625.62,3,0.8302,63,email,20,1,0
C005207,25,45971.98,7,0.4983,65,direct_mail,0,1,0
C005208,30,96752.74,7,0.3989,112,email,5,0,0
C005209,35,101915.39,4,0.5925,54,email,15,0,0
C005210,63,28356.74,7,0.0784,91,paid_social,15,1,0
C005211,55,53595.92,3,0.2794,45,email,10,1,0
C005212,67,58057.83,6,0.3013,35,email,0,1,0
C005213,36,69379.97,5,0.3802,90,email,0,1,0
C005214,31,153067.59,8,0.3533,30,email,5,1,0
C005215,47,58815.03,4,0.2506,20,email,5,1,0
C005216,50,98010.54,6,0.2575,112,email,15,1,0
C005217,64,81859.9,2,0.2402,83,paid_social,15,1,0
C005218,70,70957.03,7,0.2045,39,direct_mail,5,1,0
C005219,69,79334.73,4,0.5331,115,email,20,0,0
C005220,68,39472.44,2,0.4026,58,email,5,0,0
C005221,55,114698.54,5,0.2539,86,paid_social,20,1,0
C005222,56,39575.1,3,0.3651,40,email,0,0,0
C005223,30,37036.1,3,0.2175,19,sms,10,1,0
C005224,50,34031.57,4,0.3893,93,paid_social,15,0,0
C005225,59,51955.46,4,0.0636,59,email,5,1,0
C005226,35,35820.73,6,0.3418,79,paid_social,5,1,0
C005227,25,67199.97,6,0.3609,73,direct_mail,0,0,0
C005228,47,91520.31,5,0.2866,41,paid_social,15,1,0
C005229,63,64799.8,4,0.3498,70,sms,0,0,0
C005230,62,54800.15,0,0.2661,20,email,0,1,0
C005231,40,179798.69,3,0.2998,117,email,10,0,0
C005232,73,74598.73,6,0.3817,115,sms,15,1,0
C005233,51,165326.34,6,0.2176,13,email,0,0,0
C005234,64,37191.48,5,0.198,35,email,10,1,0
C005235,33,34576.97,5,0.1192,115,paid_social,5,0,0
C005236,37,117377.54,3,0.3589,80,paid_social,15,0,0
C005237,69,35878.12,3,0.2024,41,email,0,1,0
C005238,51,138210.73,5,0.4622,88,email,20,1,0
C005239,31,59831.1,3,0.3177,35,email,15,0,0
C005240,30,89729.42,6,0.0938,112,email,5,1,0
C005241,23,50809.73,7,0.5425,85,paid_social,0,0,0
C005242,51,54238.82,3,0.4171,27,email,10,0,0
C005243,39,96985.14,5,0.2575,102,email,10,1,0
C005244,55,52734.77,2,0.1444,51,email,0,1,0
C005245,24,75495.92,0,0.2507,87,email,10,0,0
C005246,37,97441.88,6,0.6046,24,email,15,1,0
C005247,52,67715.49,5,0.2883,92,direct_mail,5,0,0
C005248,67,97546.33,7,0.1168,17,direct_mail,10,0,0
C005249,65,141295.34,4,0.4446,87,direct_mail,15,1,0
C005250,56,24616.9,5,0.1411,21,email,10,0,0
C005251,60,98467.09,6,0.3297,119,email,10,1,0
C005252,57,36379.85,3,0.6849,33,email,15,1,0
C005253,51,137692.03,6,0.1872,113,email,0,0,1
C005254,23,41870.67,3,0.1083,104,paid_social,10,0,0
C005255,27,94107.28,4,0.3196,46,direct_mail,0,0,0
C005256,67,77440.63,3,0.5479,53,email,0,0,0
C005257,55,63375.8,5,0.3447,6,email,5,0,0
C005258,36,39359.23,2,0.4971,68,sms,15,1,0
C005259,37,72664.95,2,0.345,118,email,15,0,0
C005260,63,88405.72,4,0.6277,91,email,15,1,0
C005261,31,123742.83,6,0.576,109,email,0,0,0
C005262,23,45139.68,3,0.3376,44,direct_mail,0,1,0
C005263,53,97670.95,5,0.4157,105,paid_social,10,0,0
C005264,44,117251.95,7,0.1187,79,paid_social,10,0,0
C005265,38,121321.57,3,0.4069,36,paid_social,0,1,0
C005266,58,50653.0,5,0.0695,112,email,0,0,0
C005267,36,87191.24,3,0.4011,39,email,10,0,0
C005268,32,65787.99,9,0.5758,65,direct_mail,20,1,0
C005269,59,87884.55,2,0.1493,25,email,15,1,0
C005270,37,69537.4,2,0.0687,13,email,5,0,0
C005271,52,102812.14,6,0.1931,77,email,0,1,0
C005272,47,98782.13,2,0.2998,42,email,15,1,0
C005273,59,54937.84,4,0.2198,115,email,0,1,0
C005274,69,94754.67,5,0.1358,85,email,5,0,0
C005275,35,66799.02,6,0.5726,114,email,5,0,0
C005276,44,29060.99,7,0.0623,54,email,0,0,1
C005277,66,61679.74,2,0.1108,40,email,10,0,0
C005278,31,66780.12,2,0.3732,56,email,10,0,0
C005279,74,71439.06,3,0.5337,117,paid_social,15,1,0
C005280,40,59115.69,2,0.075,14,email,5,1,0
C005281,57,104785.43,5,0.5608,110,sms,0,1,0
C005282,72,55514.59,5,0.2555,90,paid_social,5,1,0
C005283,31,73608.91,4,0.5041,43,email,10,0,0
C005284,71,89669.75,5,0.0759,7,paid_social,15,0,0
C005285,33,73486.68,4,0.3209,35,email,20,0,0
C005286,64,46592.38,8,0.1146,40,sms,0,1,0
C005287,22,77699.8,2,0.4779,91,email,5,1,0
C005288,64,61485.67,4,0.5414,62,email,10,0,0
C005289,30,77231.07,6,0.6939,112,email,10,0,0
C005290,25,69084.64,5,0.0805,19,email,10,1,0
C005291,41,73625.24,8,0.5411,107,direct_mail,10,0,0
C005292,28,128324.92,7,0.2046,119,email,0,0,0
C005293,51,118409.73,8,0.3929,2,email,20,1,1
C005294,23,86408.68,4,0.4762,65,paid_social,5,1,0
C005295,48,96292.46,6,0.0282,105,email,15,0,0
C005296,39,96947.9,1,0.5544,58,email,5,0,0
C005297,65,41691.41,5,0.2261,39,email,15,0,0
C005298,44,91249.6,5,0.3999,87,paid_social,10,0,0
C005299,34,42996.61,7,0.0265,6,sms,15,1,0
C005300,33,57116.81,2,0.2822,100,sms,5,0,0
C005301,47,76190.89,4,0.4866,35,sms,5,0,0
C005302,38,98613.67,8,0.483,68,sms,0,1,0
C005303,26,36844.76,4,0.1509,38,email,5,1,0
C005304,53,78884.87,6,0.009,60,sms,5,1,0
C005305,66,54997.86,6,0.2083,84,email,20,1,0
C005306,39,77687.04,3,0.2565,3,email,10,1,0
C005307,63,112298.97,6,0.3391,111,direct_mail,0,1,0
C005308,58,33921.22,6,0.1123,72,email,0,1,0
C005309,38,75073.54,4,0.3074,108,email,20,1,0
C005310,33,49886.7,6,0.4058,51,email,10,0,0
C005311,60,81733.0,4,0.5247,33,direct_mail,10,1,0
C005312,59,103730.29,3,0.2845,49,sms,5,1,0
C005313,45,56139.17,6,0.4592,86,email,0,1,0
C005314,32,72481.09,5,0.3046,86,email,5,1,0
C005315,22,90935.26,4,0.1962,60,email,10,1,0
C005316,54,43160.95,4,0.5631,115,email,15,1,0
C005317,52,34078.75,6,0.0306,69,email,15,0,0
C005318,72,97485.04,1,0.1827,17,email,10,0,0
C005319,53,44201.32,6,0.3101,61,sms,15,0,0
C005320,25,49720.99,4,0.158,104,email,5,1,0
C005321,68,44432.61,3,0.2552,19,sms,10,1,0
C005322,67,46244.97,7,0.1719,58,paid_social,15,0,0
C005323,53,90514.96,1,0.5928,53,paid_social,0,1,0
C005324,66,36596.04,7,0.0784,11,email,10,0,1
C005325,28,62735.41,8,0.2112,88,sms,5,0,0
C005326,74,48872.81,8,0.1189,82,sms,0,0,0
C005327,72,54732.84,5,0.3094,57,email,0,1,0
C005328,37,60794.42,6,0.1184,13,paid_social,0,1,0
C005329,44,86303.09,4,0.1247,5,email,0,1,0
C005330,51,72550.33,1,0.3267,91,email,15,1,0
C005331,50,151024.58,1,0.4671,44,direct_mail,0,1,0
C005332,33,53923.18,2,0.2789,3,email,15,0,0
C005333,72,53345.75,6,0.4859,111,email,0,1,0
C005334,67,69511.1,3,0.4551,61,email,15,0,0
C005335,50,81610.58,7,0.6815,6,email,10,1,1
C005336,23,42759.64,5,0.592,14,email,0,1,0
C005337,44,25777.59,5,0.4848,78,paid_social,5,1,0
C005338,50,79280.07,1,0.2851,83,sms,5,0,0
C005339,56,61310.32,3,0.1393,116,email,15,0,0
C005340,56,46266.36,2,0.2294,92,sms,0,1,0
C005341,62,30900.75,4,0.243,21,email,20,1,0
C005342,67,57453.47,6,0.0614,87,direct_mail,10,1,0
C005343,56,78366.94,5,0.0955,1,sms,0,0,0
C005344,21,57336.06,3,0.4478,48,email,0,0,0
C005345,54,33159.62,3,0.4113,30,email,20,1,0
C005346,54,86638.84,4,0.3197,115,sms,20,0,1
C005347,29,44077.79,2,0.3471,37,paid_social,0,0,0
C005348,62,50492.71,7,0.6284,50,email,15,1,0
C005349,65,45965.08,4,0.1947,3,direct_mail,5,1,0
C005350,23,53357.9,9,0.1567,108,email,5,1,0
C005351,58,109709.9,8,0.2067,63,email,10,0,0
C005352,21,53460.34,6,0.3757,12,email,0,1,0
C005353,34,69395.5,6,0.5111,54,sms,5,0,0
C005354,33,76167.12,6,0.1997,99,paid_social,5,1,0
C005355,64,60666.22,5,0.0891,31,direct_mail,20,1,0
C005356,67,63913.21,6,0.1903,103,paid_social,10,1,0
C005357,38,66898.14,3,0.1033,30,sms,5,0,1
C005358,50,64914.99,4,0.6097,76,direct_mail,5,1,0
C005359,31,61536.06,8,0.45,102,email,20,0,0
C005360,74,64323.06,7,0.4332,11,email,5,0,0
C005361,69,76879.62,9,0.1398,29,sms,10,0,0
C005362,45,54699.28,9,0.2633,73,paid_social,10,1,0
C005363,39,95380.97,3,0.0441,5,sms,10,0,0
C005364,39,55922.31,3,0.1314,113,paid_social,10,0,0
C005365,57,55851.56,2,0.1485,87,paid_social,15,0,0
C005366,38,49262.31,2,0.2151,31,email,0,1,0
C005367,59,60988.31,4,0.407,41,direct_mail,15,0,0
C005368,25,44747.2,2,0.1204,13,paid_social,10,0,0
C005369,62,43598.58,4,0.1149,57,email,10,1,0
C005370,31,49263.47,2,0.3779,32,email,10,1,0
C005371,39,70305.96,5,0.0775,19,email,10,1,0
C005372,27,44410.56,6,0.5535,11,sms,0,1,0
C005373,26,43817.7,7,0.2675,50,email,5,1,0
C005374,73,66779.29,4,0.1357,40,sms,5,0,0
C005375,46,29392.41,2,0.2005,68,paid_social,0,1,0
C005376,58,39640.98,6,0.4866,46,email,20,1,1
C005377,33,26591.81,3,0.0487,37,email,5,1,0
C005378,54,106677.28,6,0.6191,20,direct_mail,15,1,0
C005379,71,58463.18,6,0.0843,108,direct_mail,15,1,1
C005380,23,25932.16,5,0.3856,101,sms,0,1,0
C005381,43,44109.88,2,0.1553,85,direct_mail,15,0,0
C005382,52,92397.16,5,0.2176,38,direct_mail,0,1,0
C005383,67,65716.6,1,0.2366,53,direct_mail,10,0,0
C005384,27,64279.78,5,0.6526,74,sms,20,1,0
C005385,69,94370.64,3,0.0113,85,email,15,0,0
C005386,45,114068.42,4,0.3244,90,email,5,0,0
