transaction_id,timestamp,amount,merchant_risk,transactions_last_hour,distance_from_home_km,card_present,foreign_transaction,fraud
T0015363,2026-02-23 08:15:00,11.2,0.1318,0,19.55,1,0,0
T0015364,2026-02-23 08:20:00,288.67,0.1233,1,8.04,0,0,0
T0015365,2026-02-23 08:25:00,79.35,0.168,0,3.49,1,0,0
T0015366,2026-02-23 08:30:00,15.44,0.005,2,16.78,1,1,0
T0015367,2026-02-23 08:35:00,133.28,0.1997,2,100.54,0,0,0
T0015368,2026-02-23 08:40:00,91.74,0.0916,2,13.38,0,1,0
T0015369,2026-02-23 08:45:00,54.01,0.051,0,1.5,1,0,0
T0015370,2026-02-23 08:50:00,96.31,0.4227,0,0.39,0,0,0
T0015371,2026-02-23 08:55:00,17.33,0.0431,3,90.01,1,0,0
T0015372,2026-02-23 09:00:00,19.59,0.2159,2,42.92,1,0,0
T0015373,2026-02-23 09:05:00,9.4,0.2768,1,4.86,1,0,0
T0015374,2026-02-23 09:10:00,39.79,0.1864,0,9.45,1,0,0
T0015375,2026-02-23 09:15:00,6.34,0.2666,1,0.85,0,0,0
T0015376,2026-02-23 09:20:00,13.42,0.0958,2,92.55,1,0,0
T0015377,2026-02-23 09:25:00,35.12,0.128,1,27.04,1,0,0
T0015378,2026-02-23 09:30:00,13.4,0.0122,4,21.0,1,0,0
T0015379,2026-02-23 09:35:00,31.41,0.0516,3,13.01,0,0,0
T0015380,2026-02-23 09:40:00,137.69,0.138,2,70.57,1,0,0
T0015381,2026-02-23 09:45:00,8.29,0.0817,1,126.28,0,0,0
T0015382,2026-02-23 09:50:00,90.34,0.1559,3,1.88,1,0,0
T0015383,2026-02-23 09:55:00,11.21,0.051,1,14.09,1,0,0
T0015384,2026-02-23 10:00:00,8.72,0.0464,3,24.88,1,0,0
T0015385,2026-02-23 10:05:00,27.81,0.2215,2,27.11,1,0,0
T0015386,2026-02-23 10:10:00,62.09,0.1021,3,54.99,1,0,0
T0015387,2026-02-23 10:15:00,10.87,0.1884,4,3.07,1,0,0
T0015388,2026-02-23 10:20:00,10.71,0.1628,6,41.11,1,0,0
T0015389,2026-02-23 10:25:00,14.3,0.0843,1,1.65,0,0,0
T0015390,2026-02-23 10:30:00,10.8,0.0514,3,41.73,1,0,0
T0015391,2026-02-23 10:35:00,26.81,0.2654,1,17.85,0,0,0
T0015392,2026-02-23 10:40:00,10.89,0.1819,3,22.75,1,0,0
T0015393,2026-02-23 10:45:00,17.21,0.0387,1,42.32,1,0,0
T0015394,2026-02-23 10:50:00,31.63,0.0243,0,72.1,1,0,0
T0015395,2026-02-23 10:55:00,14.62,0.3593,1,22.25,1,1,0
T0015396,2026-02-23 11:00:00,70.39,0.0033,1,0.12,1,0,0
T0015397,2026-02-23 11:05:00,11.28,0.0426,2,63.6,1,0,0
T0015398,2026-02-23 11:10:00,10.26,0.2763,0,61.31,1,0,0
T0015399,2026-02-23 11:15:00,170.38,0.1476,3,16.38,0,1,0
T0015400,2026-02-23 11:20:00,100.07,0.229,7,53.69,0,0,0
T0015401,2026-02-23 11:25:00,23.84,0.2452,3,21.23,1,0,0
T0015402,2026-02-23 11:30:00,50.92,0.0666,1,34.16,1,0,0
T0015403,2026-02-23 11:35:00,31.2,0.064,2,24.69,0,0,0
T0015404,2026-02-23 11:40:00,13.33,0.1189,4,131.66,1,0,0
T0015405,2026-02-23 11:45:00,43.64,0.0793,1,18.71,1,0,0
T0015406,2026-02-23 11:50:00,30.1,0.0166,1,3.29,0,0,0
T0015407,2026-02-23 11:55:00,79.99,0.1584,1,15.41,1,0,0
T0015408,2026-02-23 12:00:00,3.51,0.0355,2,1.94,0,0,0
T0015409,2026-02-23 12:05:00,49.75,0.1397,0,19.81,1,0,0
T0015410,2026-02-23 12:10:00,26.23,0.1279,0,15.86,0,0,0
T0015411,2026-02-23 12:15:00,11.17,0.2996,0,50.12,0,0,0
T0015412,2026-02-23 12:20:00,14.46,0.0249,1,0.66,1,0,0
T0015413,2026-02-23 12:25:00,14.81,0.123,1,117.57,1,0,0
T0015414,2026-02-23 12:30:00,5.91,0.1976,2,0.22,1,0,0
T0015415,2026-02-23 12:35:00,12.51,0.3928,0,39.76,1,0,0
T0015416,2026-02-23 12:40:00,48.55,0.2899,3,15.36,0,0,0
T0015417,2026-02-23 12:45:00,4.87,0.2672,2,10.13,1,0,0
T0015418,2026-02-23 12:50:00,15.24,0.0122,4,25.43,1,0,0
T0015419,2026-02-23 12:55:00,2.09,0.1677,2,15.86,0,0,0
T0015420,2026-02-23 13:00:00,12.49,0.0348,3,41.11,0,0,0
T0015421,2026-02-23 13:05:00,32.83,0.1546,4,21.23,0,1,0
T0015422,2026-02-23 13:10:00,21.11,0.052,3,4.51,0,0,0
T0015423,2026-02-23 13:15:00,23.2,0.1241,3,7.08,0,0,0
T0015424,2026-02-23 13:20:00,7.26,0.0997,1,18.23,1,0,0
T0015425,2026-02-23 13:25:00,39.25,0.2929,2,53.23,0,0,0
T0015426,2026-02-23 13:30:00,9.0,0.0341,1,63.8,1,0,0
T0015427,2026-02-23 13:35:00,55.08,0.1251,1,33.55,1,0,0
T0015428,2026-02-23 13:40:00,27.44,0.2257,2,25.1,1,0,0
T0015429,2026-02-23 13:45:00,15.12,0.0541,3,44.99,1,0,0
T0015430,2026-02-23 13:50:00,98.1,0.0389,0,12.45,1,0,0
T0015431,2026-02-23 13:55:00,14.96,0.1002,2,74.44,0,0,0
T0015432,2026-02-23 14:00:00,61.83,0.1178,4,112.03,1,0,0
T0015433,2026-02-23 14:05:00,24.66,0.0483,0,27.44,1,0,0
T0015434,2026-02-23 14:10:00,22.21,0.037,3,45.11,1,0,0
T0015435,2026-02-23 14:15:00,60.42,0.1709,1,44.04,1,0,0
T0015436,2026-02-23 14:20:00,34.41,0.1619,1,7.48,0,0,0
T0015437,2026-02-23 14:25:00,22.04,0.3584,2,16.41,1,0,0
T0015438,2026-02-23 14:30:00,19.73,0.0368,6,31.11,1,0,0
T0015439,2026-02-23 14:35:00,27.45,0.0148,0,20.29,1,0,0
T0015440,2026-02-23 14:40:00,24.2,0.0322,3,85.74,0,0,0
T0015441,2026-02-23 14:45:00,16.02,0.3661,4,16.13,0,1,0
T0015442,2026-02-23 14:50:00,7.88,0.0501,3,6.19,0,0,0
T0015443,2026-02-23 14:55:00,1.67,0.2346,3,25.0,1,0,0
T0015444,2026-02-23 15:00:00,19.86,0.0994,4,21.41,1,0,0
T0015445,2026-02-23 15:05:00,17.42,0.0519,0,78.14,1,0,0
T0015446,2026-02-23 15:10:00,74.76,0.2101,1,69.57,1,0,0
T0015447,2026-02-23 15:15:00,34.81,0.0471,4,9.75,1,0,0
T0015448,2026-02-23 15:20:00,69.53,0.0883,3,22.3,1,0,0
T0015449,2026-02-23 15:25:00,126.11,0.0811,2,80.12,0,0,0
T0015450,2026-02-23 15:30:00,19.95,0.1623,0,15.61,1,0,0
T0015451,2026-02-23 15:35:00,9.58,0.057,5,5.82,1,0,0
T0015452,2026-02-23 15:40:00,50.31,0.1492,1,6.93,1,1,0
T0015453,2026-02-23 15:45:00,12.24,0.306,0,26.01,1,0,0
T0015454,2026-02-23 15:50:00,17.23,0.046,2,4.97,1,1,0
T0015455,2026-02-23 15:55:00,93.71,0.0636,2,7.72,1,0,0
T0015456,2026-02-23 16:00:00,38.62,0.4187,1,23.04,1,0,0
T0015457,2026-02-23 16:05:00,66.58,0.1772,2,6.46,1,0,0
T0015458,2026-02-23 16:10:00,5.77,0.0385,1,25.44,0,1,0
T0015459,2026-02-23 16:15:00,23.03,0.1129,2,1.28,1,0,0
T0015460,2026-02-23 16:20:00,68.09,0.1325,3,69.59,1,0,0
T0015461,2026-02-23 16:25:00,6.17,0.0564,1,45.74,1,0,0
T0015462,2026-02-23 16:30:00,27.12,0.2702,3,9.43,1,0,0
T0015463,2026-02-23 16:35:00,33.32,0.301,3,80.79,0,0,0
T0015464,2026-02-23 16:40:00,2.22,0.1349,2,47.15,1,0,0
T0015465,2026-02-23 16:45:00,109.81,0.0811,0,83.62,0,0,0
T0015466,2026-02-23 16:50:00,10.9,0.0681,2,58.04,0,0,0
T0015467,2026-02-23 16:55:00,19.38,0.004,1,19.21,1,0,0
T0015468,2026-02-23 17:00:00,119.27,0.31,1,8.35,0,0,0
T0015469,2026-02-23 17:05:00,3.72,0.1397,2,1.89,1,0,0
T0015470,2026-02-23 17:10:00,35.41,0.1884,0,41.83,0,0,0
T0015471,2026-02-23 17:15:00,14.23,0.1046,2,33.89,0,0,0
T0015472,2026-02-23 17:20:00,23.25,0.0528,0,28.14,0,0,0
T0015473,2026-02-23 17:25:00,9.81,0.0322,4,15.51,1,1,0
T0015474,2026-02-23 17:30:00,87.1,0.1351,3,46.42,0,0,0
T0015475,2026-02-23 17:35:00,7.26,0.0833,0,34.98,1,0,0
T0015476,2026-02-23 17:40:00,31.97,0.0238,1,70.89,1,0,0
T0015477,2026-02-23 17:45:00,38.27,0.2281,3,34.09,0,0,0
T0015478,2026-02-23 17:50:00,20.31,0.0222,1,12.11,1,0,0
T0015479,2026-02-23 17:55:00,16.94,0.3233,1,38.94,1,0,0
T0015480,2026-02-23 18:00:00,17.08,0.1254,2,74.23,1,0,0
T0015481,2026-02-23 18:05:00,61.94,0.1975,1,12.97,1,0,0
T0015482,2026-02-23 18:10:00,35.0,0.3338,4,39.88,1,0,0
T0015483,2026-02-23 18:15:00,20.52,0.1231,1,11.09,0,0,0
T0015484,2026-02-23 18:20:00,7.48,0.0267,4,73.34,1,0,0
T0015485,2026-02-23 18:25:00,26.11,0.2417,2,17.74,1,0,0
T0015486,2026-02-23 18:30:00,37.96,0.2624,1,33.46,0,0,0
T0015487,2026-02-23 18:35:00,21.57,0.152,1,68.59,1,0,0
T0015488,2026-02-23 18:40:00,93.76,0.1088,0,21.64,1,0,0
T0015489,2026-02-23 18:45:00,3.3,0.0673,2,13.8,0,0,0
T0015490,2026-02-23 18:50:00,269.72,0.1308,1,0.02,1,0,0
T0015491,2026-02-23 18:55:00,18.54,0.0826,1,3.83,0,0,0
T0015492,2026-02-23 19:00:00,7.12,0.3663,2,43.51,0,1,0
T0015493,2026-02-23 19:05:00,3.89,0.1247,3,71.18,1,0,0
T0015494,2026-02-23 19:10:00,53.06,0.2204,5,30.13,0,0,0
T0015495,2026-02-23 19:15:00,39.51,0.0184,2,3.06,1,0,0
T0015496,2026-02-23 19:20:00,17.93,0.4847,6,143.58,1,0,0
T0015497,2026-02-23 19:25:00,21.22,0.1131,0,22.09,0,0,0
T0015498,2026-02-23 19:30:00,26.39,0.1081,2,45.77,0,0,0
T0015499,2026-02-23 19:35:00,14.59,0.2676,1,13.28,1,0,0
T0015500,2026-02-23 19:40:00,70.66,0.1183,4,31.83,0,0,0
T0015501,2026-02-23 19:45:00,41.69,0.2112,1,14.85,1,0,0
T0015502,2026-02-23 19:50:00,19.77,0.0921,2,5.63,0,0,0
T0015503,2026-02-23 19:55:00,4.33,0.2146,0,127.27,1,0,0
T0015504,2026-02-23 20:00:00,87.82,0.3352,4,20.03,1,0,0
T0015505,2026-02-23 20:05:00,13.83,0.4297,1,45.44,0,0,0
T0015506,2026-02-23 20:10:00,7.92,0.1118,1,53.82,1,0,0
T0015507,2026-02-23 20:15:00,81.01,0.3735,4,21.13,0,0,0
T0015508,2026-02-23 20:20:00,36.73,0.2092,1,19.3,1,0,0
T0015509,2026-02-23 20:25:00,2.97,0.1648,3,24.26,1,0,0
T0015510,2026-02-23 20:30:00,4.23,0.0699,3,11.2,1,0,0
T0015511,2026-02-23 20:35:00,14.99,0.0823,2,70.42,0,0,0
T0015512,2026-02-23 20:40:00,6.35,0.1359,0,33.81,1,1,0
T0015513,2026-02-23 20:45:00,19.13,0.0038,1,27.68,0,0,0
T0015514,2026-02-23 20:50:00,305.54,0.0373,2,33.38,1,0,0
T0015515,2026-02-23 20:55:00,440.24,0.3103,3,34.99,1,0,0
T0015516,2026-02-23 21:00:00,21.42,0.0626,2,0.6,1,0,0
T0015517,2026-02-23 21:05:00,49.78,0.2966,6,75.92,0,0,0
T0015518,2026-02-23 21:10:00,54.47,0.4171,3,55.77,1,0,0
T0015519,2026-02-23 21:15:00,19.84,0.0499,2,61.29,1,0,0
T0015520,2026-02-23 21:20:00,5.1,0.0658,3,39.93,1,0,0
T0015521,2026-02-23 21:25:00,65.54,0.3809,4,0.24,1,0,0
T0015522,2026-02-23 21:30:00,18.73,0.2328,3,3.95,0,0,0
T0015523,2026-02-23 21:35:00,35.23,0.2055,2,35.49,1,0,0
T0015524,2026-02-23 21:40:00,45.43,0.3833,2,11.81,0,0,0
T0015525,2026-02-23 21:45:00,9.97,0.1869,1,12.01,1,0,0
T0015526,2026-02-23 21:50:00,121.06,0.4042,1,39.84,0,0,0
T0015527,2026-02-23 21:55:00,24.14,0.1031,3,40.7,0,0,0
T0015528,2026-02-23 22:00:00,28.04,0.0424,1,14.85,1,0,0
T0015529,2026-02-23 22:05:00,14.52,0.0507,1,44.56,1,0,0
T0015530,2026-02-23 22:10:00,45.58,0.0724,2,5.24,1,1,0
T0015531,2026-02-23 22:15:00,61.68,0.226,1,89.29,0,0,0
T0015532,2026-02-23 22:20:00,12.82,0.1068,3,23.87,1,0,0
T0015533,2026-02-23 22:25:00,40.22,0.0437,2,36.48,1,0,0
T0015534,2026-02-23 22:30:00,14.5,0.2459,1,101.39,1,0,0
T0015535,2026-02-23 22:35:00,6.53,0.0658,2,22.46,1,0,0
T0015536,2026-02-23 22:40:00,16.11,0.0731,0,64.12,1,1,0
T0015537,2026-02-23 22:45:00,41.24,0.3328,1,54.74,1,0,0
T0015538,2026-02-23 22:50:00,38.97,0.0564,2,6.11,1,0,0
T0015539,2026-02-23 22:55:00,66.07,0.0689,2,2.92,1,0,0
T0015540,2026-02-23 23:00:00,11.41,0.0568,1,14.11,0,0,0
T0015541,2026-02-23 23:05:00,16.55,0.2825,4,15.96,0,0,0
T0015542,2026-02-23 23:10:00,24.11,0.2517,5,19.05,1,0,0
T0015543,2026-02-23 23:15:00,41.75,0.0941,4,6.49,1,0,0
T0015544,2026-02-23 23:20:00,19.95,0.3698,2,89.96,1,0,0
T0015545,2026-02-23 23:25:00,8.66,0.2079,0,6.93,0,0,0
T0015546,2026-02-23 23:30:00,4.75,0.1399,6,14.94,1,0,0
T0015547,2026-02-23 23:35:00,73.09,0.4052,2,6.46,1,0,0
T0015548,2026-02-23 23:40:00,65.49,0.1308,3,47.87,0,0,0
T0015549,2026-02-23 23:45:00,11.53,0.0732,0,63.31,0,0,0
T0015550,2026-02-23 23:50:00,98.9,0.2535,0,44.52,1,0,0
T0015551,2026-02-23 23:55:00,21.07,0.2247,0,71.48,0,0,0
T0015552,2026-02-24 00:00:00,35.43,0.1804,2,0.49,1,0,0
T0015553,2026-02-24 00:05:00,79.62,0.2127,3,26.7,1,0,0
T0015554,2026-02-24 00:10:00,13.89,0.1081,3,13.23,1,0,0
T0015555,2026-02-24 00:15:00,10.33,0.2678,3,83.0,0,0,0
T0015556,2026-02-24 00:20:00,3.94,0.101,2,214.07,1,0,0
T0015557,2026-02-24 00:25:00,30.54,0.0508,2,8.01,0,0,0
T0015558,2026-02-24 00:30:00,35.34,0.2671,1,98.68,0,0,0
T0015559,2026-02-24 00:35:00,53.47,0.1498,1,17.05,1,0,0
T0015560,2026-02-24 00:40:00,41.26,0.0775,1,25.88,1,0,0
T0015561,2026-02-24 00:45:00,25.02,0.3854,2,6.61,1,0,0
T0015562,2026-02-24 00:50:00,71.26,0.1773,2,57.75,1,1,0
T0015563,2026-02-24 00:55:00,8.05,0.2435,2,1.98,1,0,0
T0015564,2026-02-24 01:00:00,33.31,0.1503,3,1.79,1,0,1
T0015565,2026-02-24 01:05:00,37.71,0.0296,0,58.13,1,0,0
T0015566,2026-02-24 01:10:00,19.96,0.3373,1,90.69,1,1,0
T0015567,2026-02-24 01:15:00,127.42,0.0905,1,28.14,1,0,0
T0015568,2026-02-24 01:20:00,35.0,0.0098,2,63.34,1,1,0
T0015569,2026-02-24 01:25:00,87.14,0.2119,0,13.9,0,0,0
T0015570,2026-02-24 01:30:00,55.46,0.2106,2,120.41,0,0,0
T0015571,2026-02-24 01:35:00,18.84,0.381,2,34.11,1,0,0
T0015572,2026-02-24 01:40:00,157.06,0.1247,0,7.96,0,0,0
T0015573,2026-02-24 01:45:00,68.7,0.2457,3,102.86,1,0,0
T0015574,2026-02-24 01:50:00,22.98,0.074,1,34.42,0,0,0
T0015575,2026-02-24 01:55:00,20.02,0.1243,2,36.42,0,0,0
T0015576,2026-02-24 02:00:00,7.98,0.368,2,23.24,0,0,0
T0015577,2026-02-24 02:05:00,19.39,0.0531,5,17.42,1,0,0
T0015578,2026-02-24 02:10:00,17.79,0.0425,1,13.84,1,0,0
T0015579,2026-02-24 02:15:00,27.84,0.0553,0,25.33,1,0,0
T0015580,2026-02-24 02:20:00,14.76,0.0485,3,28.99,1,0,0
T0015581,2026-02-24 02:25:00,40.03,0.0246,2,0.64,0,0,0
T0015582,2026-02-24 02:30:00,20.77,0.1755,2,61.12,1,0,0
T0015583,2026-02-24 02:35:00,4.62,0.077,1,25.35,0,0,0
T0015584,2026-02-24 02:40:00,13.57,0.1888,0,0.65,1,0,0
T0015585,2026-02-24 02:45:00,9.15,0.2865,1,103.02,1,0,0
T0015586,2026-02-24 02:50:00,6.28,0.0569,0,11.02,0,0,0
T0015587,2026-02-24 02:55:00,17.5,0.1597,3,11.44,1,0,0
T0015588,2026-02-24 03:00:00,56.51,0.0298,1,16.05,1,0,0
T0015589,2026-02-24 03:05:00,7.35,0.3402,4,8.6,1,0,0
T0015590,2026-02-24 03:10:00,3.02,0.3103,2,13.4,0,0,0
T0015591,2026-02-24 03:15:00,19.2,0.2513,0,96.25,1,0,0
T0015592,2026-02-24 03:20:00,453.83,0.1591,3,26.13,1,0,0
T0015593,2026-02-24 03:25:00,12.49,0.1126,5,120.88,0,1,0
T0015594,2026-02-24 03:30:00,29.68,0.1368,1,104.26,0,0,0
T0015595,2026-02-24 03:35:00,14.95,0.1728,2,6.75,0,0,0
T0015596,2026-02-24 03:40:00,53.55,0.114,3,6.13,1,0,0
T0015597,2026-02-24 03:45:00,96.12,0.1758,1,100.25,1,0,0
T0015598,2026-02-24 03:50:00,19.28,0.142,1,59.97,1,1,0
T0015599,2026-02-24 03:55:00,74.19,0.2,7,48.82,1,0,0
T0015600,2026-02-24 04:00:00,7.62,0.1143,2,23.49,1,0,0
T0015601,2026-02-24 04:05:00,27.9,0.0588,1,51.92,1,1,0
T0015602,2026-02-24 04:10:00,6.32,0.0326,0,59.99,1,0,0
T0015603,2026-02-24 04:15:00,27.32,0.0407,2,26.73,1,0,0
T0015604,2026-02-24 04:20:00,12.23,0.1063,1,37.05,1,0,0
T0015605,2026-02-24 04:25:00,28.8,0.1135,4,25.49,1,0,0
T0015606,2026-02-24 04:30:00,7.35,0.0234,2,38.83,1,0,0
T0015607,2026-02-24 04:35:00,28.56,0.0106,1,33.79,0,0,0
T0015608,2026-02-24 04:40:00,25.38,0.0507,2,64.66,1,0,0
T0015609,2026-02-24 04:45:00,12.78,0.4626,3,36.83,1,0,0
T0015610,2026-02-24 04:50:00,10.12,0.0684,1,47.9,0,0,0
T0015611,2026-02-24 04:55:00,6.89,0.1376,3,18.8,0,0,0
T0015612,2026-02-24 05:00:00,15.23,0.1926,1,5.54,1,0,0
T0015613,2026-02-24 05:05:00,33.94,0.1671,4,4.49,1,0,1
T0015614,2026-02-24 05:10:00,19.84,0.0242,1,8.7,1,0,0
T0015615,2026-02-24 05:15:00,26.55,0.0164,2,2.23,1,0,0
T0015616,2026-02-24 05:20:00,81.07,0.2039,1,11.09,1,0,0
T0015617,2026-02-24 05:25:00,16.42,0.0408,0,56.2,0,0,0
T0015618,2026-02-24 05:30:00,30.5,0.1125,2,107.07,1,0,0
T0015619,2026-02-24 05:35:00,52.19,0.1351,3,63.66,0,0,0
T0015620,2026-02-24 05:40:00,38.09,0.12,4,18.88,1,0,0
T0015621,2026-02-24 05:45:00,33.49,0.4546,4,12.32,1,0,0
T0015622,2026-02-24 05:50:00,24.62,0.1298,1,66.82,0,0,0
T0015623,2026-02-24 05:55:00,157.52,0.1475,4,9.15,0,0,0
T0015624,2026-02-24 06:00:00,21.07,0.0432,1,21.98,1,0,0
T0015625,2026-02-24 06:05:00,15.42,0.033,3,42.62,1,1,0
T0015626,2026-02-24 06:10:00,41.17,0.3493,1,14.44,1,0,0
T0015627,2026-02-24 06:15:00,117.49,0.4258,3,23.73,1,0,0
T0015628,2026-02-24 06:20:00,94.19,0.1199,1,19.42,0,1,0
T0015629,2026-02-24 06:25:00,23.51,0.1453,0,31.64,1,0,0
T0015630,2026-02-24 06:30:00,52.5,0.2496,3,43.5,1,0,0
T0015631,2026-02-24 06:35:00,37.58,0.1979,1,10.5,1,0,0
T0015632,2026-02-24 06:40:00,24.54,0.0986,2,10.15,1,0,0
T0015633,2026-02-24 06:45:00,43.83,0.3246,3,24.46,1,0,0
T0015634,2026-02-24 06:50:00,42.4,0.4727,2,23.99,1,0,0
T0015635,2026-02-24 06:55:00,26.22,0.3939,1,16.8,1,0,0
T0015636,2026-02-24 07:00:00,128.53,0.0484,1,9.01,0,0,0
T0015637,2026-02-24 07:05:00,15.6,0.2507,2,55.52,1,0,0
T0015638,2026-02-24 07:10:00,92.33,0.2237,0,170.19,0,0,0
T0015639,2026-02-24 07:15:00,187.38,0.0711,1,43.8,1,1,0
T0015640,2026-02-24 07:20:00,190.14,0.1689,3,25.28,1,1,0
T0015641,2026-02-24 07:25:00,29.97,0.1598,4,0.55,1,0,0
T0015642,2026-02-24 07:30:00,18.96,0.1316,1,38.96,1,1,0
T0015643,2026-02-24 07:35:00,4.58,0.09,1,38.83,1,0,0
T0015644,2026-02-24 07:40:00,21.51,0.3537,0,20.6,1,0,0
T0015645,2026-02-24 07:45:00,264.0,0.0893,1,106.22,1,0,0
T0015646,2026-02-24 07:50:00,4.73,0.4624,1,0.14,0,0,0
T0015647,2026-02-24 07:55:00,4.83,0.2494,2,60.78,0,1,0
T0015648,2026-02-24 08:00:00,52.79,0.1385,1,16.12,1,0,0
T0015649,2026-02-24 08:05:00,42.37,0.2038,0,28.94,1,0,0
T0015650,2026-02-24 08:10:00,3.65,0.0557,2,31.92,1,0,0
T0015651,2026-02-24 08:15:00,21.5,0.2288,1,31.37,1,0,0
T0015652,2026-02-24 08:20:00,32.06,0.2056,2,33.15,1,0,0
T0015653,2026-02-24 08:25:00,4.98,0.0582,1,6.22,1,0,0
T0015654,2026-02-24 08:30:00,59.74,0.2135,2,9.63,1,0,0
T0015655,2026-02-24 08:35:00,6.02,0.0519,1,36.02,1,0,0
T0015656,2026-02-24 08:40:00,70.95,0.1005,2,21.4,1,0,0
T0015657,2026-02-24 08:45:00,27.92,0.0805,0,0.41,1,0,0
T0015658,2026-02-24 08:50:00,11.32,0.1862,1,11.58,1,0,0
T0015659,2026-02-24 08:55:00,4.53,0.1504,2,8.02,1,0,0
T0015660,2026-02-24 09:00:00,16.17,0.1788,2,16.78,1,0,0
T0015661,2026-02-24 09:05:00,20.7,0.1207,1,3.87,1,0,0
T0015662,2026-02-24 09:10:00,19.99,0.1518,3,2.24,1,0,0
T0015663,2026-02-24 09:15:00,12.55,0.5125,2,30.46,1,0,0
T0015664,2026-02-24 09:20:00,18.42,0.1877,0,130.79,1,0,0
T0015665,2026-02-24 09:25:00,54.57,0.0816,5,40.94,1,0,0
T0015666,2026-02-24 09:30:00,9.13,0.0184,2,12.04,0,1,0
T0015667,2026-02-24 09:35:00,18.45,0.1662,6,5.45,1,0,0
T0015668,2026-02-24 09:40:00,36.06,0.0165,0,45.37,1,0,0
T0015669,2026-02-24 09:45:00,22.25,0.1019,1,32.71,1,0,0
T0015670,2026-02-24 09:50:00,54.16,0.0441,2,7.54,1,0,0
T0015671,2026-02-24 09:55:00,108.16,0.508,2,2.6,0,0,0
T0015672,2026-02-24 10:00:00,15.94,0.4737,3,14.77,1,0,0
T0015673,2026-02-24 10:05:00,28.23,0.1535,1,43.81,1,0,0
T0015674,2026-02-24 10:10:00,1.19,0.2073,3,49.18,1,0,0
T0015675,2026-02-24 10:15:00,16.04,0.3072,0,9.75,1,0,0
T0015676,2026-02-24 10:20:00,44.51,0.0374,0,40.51,0,0,0
T0015677,2026-02-24 10:25:00,7.38,0.0185,1,4.38,0,0,0
T0015678,2026-02-24 10:30:00,86.23,0.2491,3,16.37,0,0,0
T0015679,2026-02-24 10:35:00,3.43,0.1889,1,17.06,1,0,0
T0015680,2026-02-24 10:40:00,87.96,0.1678,1,86.36,1,0,0
T0015681,2026-02-24 10:45:00,13.51,0.2324,1,13.8,1,0,0
T0015682,2026-02-24 10:50:00,8.14,0.0993,1,25.51,1,0,0
T0015683,2026-02-24 10:55:00,13.93,0.1235,3,0.38,0,0,0
T0015684,2026-02-24 11:00:00,17.35,0.0583,2,140.19,0,0,0
T0015685,2026-02-24 11:05:00,8.18,0.1491,0,208.8,1,0,0
T0015686,2026-02-24 11:10:00,5.67,0.1405,1,13.43,1,0,0
T0015687,2026-02-24 11:15:00,13.39,0.3127,2,62.09,1,0,0
T0015688,2026-02-24 11:20:00,58.6,0.3036,1,5.83,1,0,1
T0015689,2026-02-24 11:25:00,34.02,0.0978,2,42.31,1,0,0
T0015690,2026-02-24 11:30:00,87.06,0.0454,4,18.62,1,0,0
T0015691,2026-02-24 11:35:00,12.27,0.1169,2,213.34,1,0,0
T0015692,2026-02-24 11:40:00,15.83,0.1738,1,0.74,1,0,0
T0015693,2026-02-24 11:45:00,16.17,0.1983,2,20.67,1,0,0
T0015694,2026-02-24 11:50:00,26.11,0.238,3,22.05,1,0,0
T0015695,2026-02-24 11:55:00,35.92,0.0649,0,46.1,0,0,0
T0015696,2026-02-24 12:00:00,131.76,0.0147,2,21.55,1,0,0
T0015697,2026-02-24 12:05:00,45.76,0.0891,2,5.56,1,0,0
T0015698,2026-02-24 12:10:00,26.64,0.0485,3,65.27,1,1,0
T0015699,2026-02-24 12:15:00,88.03,0.2116,2,50.39,0,0,0
T0015700,2026-02-24 12:20:00,10.3,0.2425,1,77.45,0,0,0
T0015701,2026-02-24 12:25:00,6.04,0.2086,1,3.58,1,0,0
T0015702,2026-02-24 12:30:00,44.08,0.1725,4,19.4,1,0,0
T0015703,2026-02-24 12:35:00,26.68,0.1471,2,17.69,0,0,0
T0015704,2026-02-24 12:40:00,25.44,0.009,3,12.71,0,0,0
T0015705,2026-02-24 12:45:00,57.46,0.1426,6,76.8,1,0,0
T0015706,2026-02-24 12:50:00,16.12,0.113,0,38.4,1,0,0
T0015707,2026-02-24 12:55:00,20.14,0.2306,4,56.73,0,0,0
T0015708,2026-02-24 13:00:00,32.98,0.0633,1,82.94,1,0,0
T0015709,2026-02-24 13:05:00,43.25,0.0027,2,4.29,1,0,0
T0015710,2026-02-24 13:10:00,60.5,0.1801,0,77.97,1,0,0
T0015711,2026-02-24 13:15:00,25.34,0.3325,6,53.6,1,1,0
T0015712,2026-02-24 13:20:00,29.38,0.1266,1,10.94,0,0,0
T0015713,2026-02-24 13:25:00,1.99,0.1932,3,35.98,1,0,0
T0015714,2026-02-24 13:30:00,76.83,0.0807,0,0.27,1,0,0
T0015715,2026-02-24 13:35:00,4.66,0.1362,5,86.44,0,0,0
T0015716,2026-02-24 13:40:00,21.52,0.2231,1,18.14,1,0,0
T0015717,2026-02-24 13:45:00,286.03,0.1251,2,75.7,1,1,0
T0015718,2026-02-24 13:50:00,16.2,0.1351,3,67.47,1,0,0
T0015719,2026-02-24 13:55:00,4.6,0.2052,0,20.26,1,0,0
T0015720,2026-02-24 14:00:00,113.29,0.0783,3,16.78,1,0,0
